,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,gender_Male,InternetService_Fiber optic,InternetService_No,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Contract_One year,Contract_Two year,Churn
1510,0,1,0,71,1,1,1,1,1,1,0,1,0,80.4,5727.15,1,0,0,0,1,0,0,0,1,0
1756,1,0,0,44,1,0,0,0,1,1,1,1,0,74.85,3268.05,0,0,0,1,0,0,0,1,0,0
2406,0,0,0,5,1,0,0,1,0,0,1,1,1,96.25,512.45,0,1,0,0,0,1,0,0,0,1
5343,0,1,0,52,0,0,1,1,1,1,1,1,0,66.25,3330.1,0,0,0,0,1,0,0,0,1,0
6014,0,0,0,54,1,0,0,0,1,0,1,1,1,94.1,5060.9,0,1,0,0,1,0,0,1,0,0
5738,0,0,0,1,1,0,0,0,0,0,0,0,0,20.6,20.6,1,0,1,0,0,0,1,0,0,1
46,0,0,0,2,1,0,0,1,0,0,0,0,0,49.25,97.0,1,0,0,0,0,0,1,0,0,0
64,0,0,0,9,1,1,0,0,0,0,1,1,0,94.4,857.25,0,1,0,0,0,1,0,0,0,1
725,1,1,0,9,1,0,0,0,0,0,0,0,1,21.25,204.55,1,0,1,0,0,0,1,0,0,0
1249,0,0,0,1,1,0,0,0,0,0,0,0,0,45.05,45.05,1,0,0,0,0,0,1,0,0,1
1918,0,0,0,24,1,0,1,0,0,1,0,0,0,54.95,1348.5,1,0,0,0,0,1,0,0,0,0
4511,0,0,1,17,1,0,0,1,1,1,1,1,0,80.85,1445.95,1,0,0,0,0,1,0,1,0,0
1210,0,1,1,17,1,0,0,0,0,0,0,0,1,69.0,1149.65,1,1,0,0,0,1,0,0,0,1
2756,0,0,0,1,1,0,0,0,0,0,0,0,0,20.95,20.95,0,0,1,0,0,0,1,0,0,1
2993,0,1,1,1,1,0,0,0,0,0,0,0,0,20.4,20.4,1,0,1,0,0,0,1,1,0,0
6764,0,0,0,1,1,0,0,0,0,0,0,0,1,69.2,69.2,0,1,0,0,0,1,0,0,0,1
1077,0,0,0,41,1,1,1,1,1,1,1,1,1,114.5,4527.45,0,1,0,1,0,0,0,0,0,1
3799,0,0,0,31,1,1,1,0,1,1,0,0,0,65.25,1994.3,0,0,0,0,1,0,0,0,0,1
6717,1,1,0,57,1,1,0,0,1,0,1,1,0,100.6,5746.15,1,1,0,0,0,1,0,0,0,1
5772,0,1,1,69,1,1,0,1,1,1,1,1,1,81.95,5601.4,1,0,0,1,0,0,0,0,1,0
1882,0,1,1,29,1,0,1,0,0,0,0,1,1,60.2,1834.15,1,0,0,0,0,0,1,0,0,0
5428,0,1,0,9,1,0,0,0,0,0,1,1,0,89.45,853.1,0,1,0,0,0,1,0,0,0,1
2573,0,0,0,1,1,0,0,0,0,0,0,1,1,54.75,54.75,0,0,0,0,0,0,1,0,0,1
4114,0,1,1,51,1,0,0,0,0,0,0,0,0,19.95,1028.75,0,0,1,0,0,0,1,0,1,0
5326,0,1,1,15,1,0,0,0,0,0,0,0,1,20.0,288.05,1,0,1,0,0,1,0,0,0,1
6188,0,0,0,18,1,0,0,0,0,0,0,0,0,20.05,358.5,1,0,1,0,0,0,1,0,0,0
1404,0,0,0,35,1,1,0,0,0,0,0,0,0,23.3,797.1,0,0,1,1,0,0,0,0,1,0
5863,0,0,0,21,1,1,0,0,0,0,1,1,1,97.35,2119.5,0,1,0,0,0,1,0,0,0,1
5158,0,0,0,72,1,1,0,0,0,0,0,0,0,24.75,1777.6,1,0,1,1,0,0,0,0,1,0
4803,0,1,0,38,1,1,1,0,0,0,1,0,0,91.7,3479.05,1,1,0,1,0,0,0,0,0,0
3879,0,0,0,1,1,0,0,0,0,0,0,0,0,45.75,45.75,1,0,0,0,0,1,0,0,0,1
4614,0,1,1,7,1,0,0,0,0,0,0,0,0,20.25,144.35,1,0,1,0,0,0,1,0,0,0
679,0,1,0,45,1,1,0,1,0,0,0,0,0,81.4,3775.85,1,1,0,1,0,0,0,0,0,0
4976,0,1,1,66,0,0,0,1,1,0,1,1,1,56.75,3708.4,1,0,0,0,1,0,0,0,1,0
3885,0,0,0,3,1,1,0,0,0,0,0,0,1,74.95,212.4,0,1,0,0,0,1,0,0,0,0
4682,1,0,0,27,1,1,0,0,1,0,0,1,0,88.3,2467.75,0,1,0,0,1,0,0,0,0,1
499,0,0,0,12,1,1,1,1,1,0,0,1,1,99.7,1238.45,0,1,0,1,0,0,0,0,0,1
6420,0,1,0,32,1,1,0,0,0,1,0,0,1,79.25,2619.15,1,1,0,0,0,1,0,1,0,0
3931,0,1,0,25,1,0,1,1,0,1,0,1,1,71.05,1837.7,0,0,0,0,0,0,1,0,0,0
5701,0,1,1,15,1,0,0,1,1,1,1,1,0,76.5,1155.6,0,0,0,1,0,0,0,0,0,0
744,0,0,0,5,1,0,0,0,0,0,0,0,1,44.05,202.15,0,0,0,0,1,0,0,0,0,0
3960,0,0,0,3,1,0,0,0,1,0,1,0,0,57.55,161.45,0,0,0,0,0,1,0,0,0,0
382,1,1,1,72,0,0,1,1,1,1,1,1,1,64.8,4732.35,1,0,0,1,0,0,0,0,1,0
4812,0,0,0,9,1,0,0,1,0,1,1,0,0,66.25,620.55,0,0,0,0,0,0,1,0,0,1
2891,0,0,0,1,1,0,0,0,0,0,0,1,1,79.7,79.7,0,1,0,0,0,1,0,0,0,1
2396,1,1,0,38,1,1,1,1,0,0,0,1,0,95.0,3591.25,0,1,0,0,1,0,0,1,0,0
747,1,0,0,3,1,0,0,0,1,0,0,0,0,75.05,202.9,0,1,0,0,0,0,1,0,0,0
4750,0,0,0,9,0,0,1,1,1,0,0,0,0,39.55,373.0,1,0,0,0,0,0,1,1,0,0
1441,1,1,0,58,1,1,0,1,0,0,1,1,1,97.8,5458.8,0,1,0,1,0,0,0,1,0,0
1686,0,1,1,26,1,1,0,1,0,1,0,0,1,60.05,1616.15,0,0,0,0,0,1,0,0,0,1
906,0,0,0,4,1,0,0,0,0,0,1,0,1,56.4,234.85,1,0,0,0,0,1,0,0,0,0
5495,0,0,0,11,1,0,0,0,0,1,0,0,1,73.85,926.25,1,1,0,0,0,1,0,0,0,1
3538,0,1,1,71,1,0,1,1,1,1,1,0,0,100.2,7209.0,1,1,0,0,1,0,0,0,1,0
5558,0,1,1,72,1,1,1,1,1,1,1,1,1,116.4,8543.25,0,1,0,0,1,0,0,0,1,0
2187,0,1,0,71,1,1,1,1,1,1,1,1,1,116.25,8564.75,1,1,0,0,0,1,0,0,1,0
5068,0,1,0,71,1,0,0,0,0,0,0,0,1,20.9,1493.2,0,0,1,1,0,0,0,0,1,0
4070,1,1,0,55,1,1,0,0,0,0,0,0,1,74.0,4052.4,1,1,0,0,0,1,0,0,0,0
6317,0,0,0,1,1,1,0,1,0,0,0,0,1,79.15,79.15,1,1,0,0,0,1,0,0,0,1
528,0,1,1,35,1,0,0,0,0,0,0,0,0,19.6,686.95,1,0,1,0,0,0,1,0,1,0
1195,1,1,0,20,1,0,0,1,0,0,0,1,1,60.0,1259.35,0,0,0,0,0,1,0,0,0,0
1288,0,0,0,64,1,0,0,0,0,0,0,0,0,19.55,1240.15,1,0,1,0,0,0,1,0,1,0
520,0,1,1,67,1,1,0,1,1,0,1,1,1,105.4,6989.45,1,1,0,0,0,1,0,1,0,0
5089,0,1,1,8,1,0,0,0,0,0,1,0,1,54.4,475.1,1,0,0,0,0,1,0,0,0,0
5915,0,0,0,69,1,0,0,0,0,0,0,0,1,19.1,1268.85,1,0,1,0,0,0,1,0,1,0
2926,0,1,0,69,1,1,1,1,1,1,1,1,1,116.0,8182.85,0,1,0,0,0,1,0,0,1,0
960,1,1,0,7,0,0,1,0,0,0,0,0,0,29.8,220.45,1,0,0,1,0,0,0,0,0,0
533,1,1,1,68,1,1,0,0,1,1,1,1,1,107.15,7379.8,1,1,0,0,1,0,0,1,0,0
3560,0,0,0,7,1,0,0,0,0,0,0,0,0,43.9,278.4,1,0,0,0,0,0,1,0,0,0
686,0,0,0,51,1,1,0,0,0,0,0,0,1,24.6,1266.4,1,0,1,1,0,0,0,1,0,0
3225,0,0,0,13,1,0,1,0,0,0,1,1,1,71.95,923.85,0,0,0,0,0,1,0,0,0,0
2114,0,0,0,40,1,0,1,1,0,1,0,0,1,61.9,2647.1,1,0,0,0,0,0,1,0,0,0
5276,0,1,1,46,1,0,1,0,1,1,0,0,0,56.9,2560.1,1,0,0,0,0,0,1,1,0,0
4050,1,1,0,58,1,1,0,1,0,0,1,1,1,98.9,5780.7,1,1,0,0,0,1,0,0,0,0
4574,1,1,0,72,1,1,0,1,1,0,1,1,1,105.75,7629.85,0,1,0,0,1,0,0,1,0,0
5483,0,1,0,55,1,1,0,0,1,0,0,0,1,77.75,4458.15,0,1,0,0,0,1,0,0,0,1
443,0,0,1,18,1,1,1,0,0,0,0,1,0,64.8,1166.7,0,0,0,0,0,1,0,0,0,0
536,0,1,0,63,1,1,0,1,0,0,0,0,1,81.55,5029.05,0,1,0,1,0,0,0,0,0,0
1678,1,1,0,67,1,1,1,1,1,1,0,1,1,105.4,7035.6,0,1,0,0,1,0,0,1,0,0
5601,0,1,1,35,0,0,0,0,0,1,1,0,0,40.9,1383.6,0,0,0,0,0,0,1,1,0,0
5509,0,0,1,5,1,0,0,0,0,0,0,0,0,46.0,221.7,0,0,0,0,0,0,1,0,0,1
556,0,0,0,1,1,0,0,0,0,0,0,0,0,19.9,19.9,0,0,1,1,0,0,0,0,0,0
1654,0,1,1,1,1,0,0,0,0,0,0,0,0,18.8,18.8,1,0,1,0,0,0,1,1,0,0
907,0,0,0,19,1,0,0,1,0,1,0,1,1,65.35,1231.85,1,0,0,1,0,0,0,1,0,0
2170,0,0,0,21,1,0,1,0,1,1,0,0,1,60.25,1258.35,0,0,0,0,0,1,0,1,0,0
5414,0,0,0,64,1,1,0,1,0,1,1,1,1,105.65,6903.1,1,1,0,0,1,0,0,1,0,1
626,0,1,0,23,1,1,0,1,1,0,0,0,0,84.25,1968.1,1,1,0,0,0,1,0,0,0,0
3065,0,0,0,1,1,0,0,0,0,0,0,0,1,45.8,45.8,1,0,0,0,0,0,1,0,0,0
5507,0,0,0,28,1,0,1,1,0,1,0,0,1,59.9,1654.7,0,0,0,0,0,1,0,1,0,0
3723,0,1,1,18,1,0,0,0,0,0,0,0,0,20.45,357.0,0,0,1,0,0,0,1,0,0,0
3683,0,1,0,71,1,0,1,0,0,1,0,0,0,54.5,3778.2,1,0,0,1,0,0,0,0,1,0
5948,0,1,0,70,1,0,1,1,0,1,0,0,0,84.6,5706.2,1,1,0,1,0,0,0,0,1,0
3893,1,0,0,7,1,0,0,1,0,0,0,0,1,51.3,419.35,0,0,0,0,0,0,1,0,0,0
5000,0,0,0,6,1,0,0,0,0,1,0,0,1,49.5,312.7,1,0,0,0,1,0,0,0,0,0
3840,1,1,0,64,1,1,0,0,0,0,0,0,0,25.65,1740.8,1,0,1,0,1,0,0,0,1,0
4301,0,1,1,66,1,0,0,0,0,0,0,0,1,19.75,1344.5,1,0,1,0,0,0,1,0,1,0
5608,0,1,1,13,1,0,1,0,0,1,0,0,0,54.15,701.05,0,0,0,1,0,0,0,1,0,0
6916,0,0,1,44,1,0,0,0,0,0,0,0,0,19.55,819.95,1,0,1,1,0,0,0,0,1,0
740,0,0,0,47,1,1,1,0,1,1,0,0,1,65.0,2879.9,0,0,0,0,0,0,1,0,1,0
1849,0,0,0,10,1,0,0,0,0,0,0,0,1,45.55,402.6,1,0,0,0,0,1,0,0,0,1
6367,0,0,0,70,0,0,1,0,1,1,0,1,0,48.4,3442.8,1,0,0,1,0,0,0,0,1,0
4375,0,0,0,66,1,1,1,1,1,1,1,1,1,114.3,7383.7,1,1,0,1,0,0,0,1,0,0
1832,1,1,0,57,0,0,0,0,0,0,1,1,1,44.85,2572.95,1,0,0,0,0,1,0,0,0,1
5243,0,0,0,19,1,0,0,0,0,1,0,1,1,87.7,1725.95,1,1,0,0,1,0,0,1,0,0
5918,0,1,1,59,1,0,0,0,0,0,0,0,0,19.5,1147.85,1,0,1,0,0,0,1,0,1,0
4820,0,1,0,58,1,1,1,0,1,1,1,1,1,84.3,4916.4,0,0,0,0,0,1,0,0,1,0
335,0,1,1,68,1,1,0,1,1,1,0,1,1,75.8,5293.95,1,0,0,1,0,0,0,1,0,1
1529,0,1,0,59,1,0,0,0,0,0,0,0,0,18.4,1057.85,0,0,1,1,0,0,0,0,1,0
5014,1,1,0,71,0,0,0,1,1,0,1,1,1,52.3,3765.05,1,0,0,1,0,0,0,0,0,0
5606,0,0,1,15,1,0,0,0,1,1,0,0,0,55.2,864.55,1,0,0,0,1,0,0,1,0,0
1265,1,0,1,56,1,0,1,0,0,0,1,1,0,94.8,5264.3,1,1,0,0,1,0,0,1,0,0
4016,0,0,0,1,1,0,0,0,0,0,0,0,0,45.35,45.35,0,0,0,0,0,0,1,0,0,0
5268,0,1,1,69,1,1,1,0,1,1,1,1,0,86.9,6194.1,1,0,0,1,0,0,0,0,1,0
6933,0,0,0,1,1,0,0,0,0,0,0,0,1,69.6,69.6,1,1,0,0,0,1,0,0,0,1
2438,0,0,0,8,1,1,1,0,0,1,1,1,1,103.35,847.3,0,1,0,1,0,0,0,0,0,1
1000,0,0,0,7,1,0,0,0,1,0,1,1,1,95.35,660.9,0,1,0,0,0,1,0,0,0,1
1432,0,0,0,35,1,0,0,0,0,0,0,0,0,20.75,739.9,1,0,1,1,0,0,0,0,0,0
3071,0,1,1,47,1,1,1,1,1,1,1,1,1,90.5,4318.35,1,0,0,0,0,0,1,0,1,0
4410,0,1,0,16,1,0,0,1,0,0,1,1,1,94.65,1461.15,0,1,0,1,0,0,0,0,0,0
6527,0,1,1,6,1,0,0,1,1,0,0,0,1,55.3,324.25,1,0,0,0,0,0,1,0,0,1
601,0,0,0,2,1,0,0,0,0,0,0,0,0,19.95,47.7,1,0,1,0,0,0,1,1,0,0
4864,0,1,0,71,1,1,0,1,1,1,1,1,1,113.15,7953.25,1,1,0,1,0,0,0,1,0,0
724,1,1,0,33,1,1,0,0,0,0,1,1,1,94.5,3105.55,1,1,0,0,0,1,0,0,0,1
1554,0,0,0,26,1,0,0,0,0,0,0,0,0,20.9,518.3,1,0,1,0,0,0,1,0,0,0
5749,1,0,0,59,1,1,0,0,1,0,1,1,1,99.5,5890.0,0,1,0,0,0,1,0,1,0,0
3475,0,1,1,2,1,0,0,0,0,0,0,0,0,20.3,31.9,0,0,1,0,0,0,1,1,0,0
4216,0,0,0,72,1,1,1,1,1,1,1,1,0,92.0,6632.75,1,0,0,1,0,0,0,0,1,0
4168,0,1,0,61,0,0,1,0,1,1,1,1,1,62.15,3778.85,1,0,0,0,0,0,1,0,1,0
5376,0,0,0,18,1,1,0,0,0,0,0,0,0,23.75,424.5,1,0,1,0,0,0,1,1,0,0
440,0,1,1,16,1,1,1,0,1,1,1,1,1,112.95,1882.55,0,1,0,0,0,1,0,0,0,0
3454,1,1,1,29,0,0,0,1,1,0,0,0,1,35.65,1025.15,0,0,0,0,0,0,1,0,0,0
1041,0,0,1,16,1,0,0,0,0,0,0,0,1,19.3,360.35,0,0,1,1,0,0,0,1,0,0
6589,0,1,0,68,1,1,0,0,0,0,0,0,0,25.8,1911.5,0,0,1,0,1,0,0,0,1,0
3681,1,1,0,46,1,1,0,0,1,0,1,1,1,101.0,4680.05,1,1,0,0,0,1,0,0,0,1
4819,0,0,1,53,1,0,0,0,0,0,0,0,0,19.75,1052.35,1,0,1,1,0,0,0,0,1,1
5413,0,0,0,15,1,0,0,0,1,0,1,1,1,94.0,1505.45,0,1,0,0,1,0,0,0,0,0
5096,0,1,1,71,1,1,1,1,1,1,1,1,0,86.85,6263.8,1,0,0,1,0,0,0,0,1,0
4093,0,0,0,29,1,1,0,0,0,0,0,0,1,76.0,2215.25,0,1,0,0,1,0,0,0,0,0
3949,0,0,1,18,1,1,1,0,0,0,0,0,0,57.65,992.7,0,0,0,0,0,0,1,0,0,0
2541,0,1,1,72,0,0,1,0,1,0,1,1,1,53.8,3952.45,0,0,0,0,1,0,0,0,1,0
5525,0,1,1,54,1,1,0,0,0,0,0,0,1,24.75,1342.15,0,0,1,1,0,0,0,1,0,0
3110,0,0,0,1,1,0,0,0,0,0,0,0,0,19.1,19.1,0,0,1,0,0,0,1,0,0,0
427,0,1,1,10,1,1,0,0,0,0,0,1,0,85.95,858.6,0,1,0,0,0,1,0,0,0,0
6077,0,1,0,62,1,1,1,1,1,1,1,1,0,113.95,6891.4,0,1,0,0,0,0,1,0,1,0
4901,0,0,0,1,1,0,0,1,0,0,0,0,1,74.7,74.7,0,1,0,0,0,1,0,0,0,1
4470,0,0,0,7,1,0,0,0,0,0,0,0,1,44.65,322.5,1,0,0,1,0,0,0,0,0,0
6488,0,0,0,1,1,0,0,0,0,0,0,0,1,69.5,69.5,0,1,0,0,0,1,0,0,0,1
3883,0,0,0,12,1,1,1,0,0,0,0,0,1,79.8,1001.2,0,1,0,0,0,1,0,0,0,0
319,0,1,0,35,1,1,0,0,0,1,1,0,1,91.5,3236.35,1,1,0,0,1,0,0,0,0,0
5755,1,1,0,15,1,1,1,0,1,0,1,0,1,96.5,1392.25,1,1,0,0,0,1,0,0,0,0
6991,0,0,0,8,1,1,0,0,0,0,1,1,0,95.65,778.1,0,1,0,1,0,0,0,0,0,1
179,0,1,0,61,1,0,0,0,0,0,0,0,1,20.55,1252.0,1,0,1,0,1,0,0,1,0,0
327,1,0,0,2,1,0,0,0,0,0,0,0,1,70.35,139.05,0,1,0,0,0,1,0,0,0,1
5196,1,0,0,66,1,1,0,1,1,0,1,1,0,108.1,7238.6,0,1,0,1,0,0,0,1,0,0
2691,0,0,0,7,1,0,1,0,0,0,0,1,1,59.1,369.25,0,0,0,0,0,1,0,1,0,0
665,0,0,0,3,1,0,0,0,1,0,0,0,1,74.75,238.1,0,1,0,0,0,0,1,0,0,0
5700,1,1,0,29,1,1,0,0,0,1,0,0,1,79.3,2414.55,1,1,0,0,0,1,0,0,0,0
2216,1,0,0,64,1,1,1,0,1,1,1,1,1,108.95,7111.3,0,1,0,1,0,0,0,0,0,0
1651,1,0,0,1,1,0,0,0,0,0,1,0,1,79.1,79.1,1,1,0,0,0,1,0,0,0,1
4981,0,0,0,14,0,0,0,0,1,0,1,1,1,50.75,712.75,1,0,0,0,0,1,0,0,0,1
3794,0,1,0,8,1,0,0,1,1,0,0,0,1,54.75,445.85,1,0,0,0,0,0,1,0,0,0
1328,0,1,0,23,1,0,0,0,1,1,0,0,0,54.25,1221.55,0,0,0,0,0,1,0,0,0,0
2202,1,1,0,7,1,0,0,0,0,0,0,0,1,70.1,467.55,1,1,0,0,0,0,1,0,0,1
824,0,0,0,62,1,1,0,0,0,0,0,0,1,25.8,1563.95,0,0,1,0,1,0,0,0,1,0
4548,0,0,0,22,1,0,0,1,0,0,0,1,1,84.3,1855.65,0,1,0,0,0,0,1,0,0,1
5203,0,0,1,3,1,0,0,0,0,1,1,1,0,70.7,225.65,1,0,0,0,0,0,1,0,0,0
3443,1,1,0,40,1,0,1,1,1,1,1,0,1,98.15,4116.8,1,1,0,0,1,0,0,1,0,0
2451,0,1,1,28,1,1,1,1,0,0,1,1,0,106.1,2847.4,1,1,0,0,0,1,0,1,0,1
2701,0,1,1,61,1,0,0,0,0,0,0,0,0,19.1,1143.8,0,0,1,0,1,0,0,1,0,0
175,0,1,0,34,1,1,0,0,0,0,0,0,0,24.7,780.2,0,0,1,0,0,1,0,0,0,0
6622,0,0,0,2,1,1,0,0,0,0,0,1,0,62.05,118.3,1,0,0,1,0,0,0,0,0,1
1971,0,0,0,20,1,0,0,0,0,0,0,0,1,19.35,433.75,0,0,1,0,1,0,0,1,0,0
6371,0,0,0,24,1,1,0,0,0,0,0,0,0,25.15,553.0,0,0,1,0,1,0,0,0,1,0
4458,0,1,1,38,1,1,0,1,1,0,1,0,1,94.65,3624.3,1,1,0,0,0,1,0,0,0,1
1952,0,1,1,20,1,1,0,0,1,1,0,1,1,95.5,1916.2,0,1,0,1,0,0,0,0,0,0
1037,0,0,0,13,0,0,0,0,1,0,1,1,0,49.15,649.4,0,0,0,0,0,1,0,0,0,0
6438,1,0,0,1,1,1,0,0,0,0,0,0,1,74.4,74.4,1,1,0,0,0,1,0,0,0,1
732,0,1,1,25,1,0,0,1,0,0,0,0,1,75.5,1901.05,1,1,0,0,0,1,0,0,0,0
1349,0,1,0,51,0,0,0,1,0,0,1,1,1,49.65,2553.35,0,0,0,0,0,1,0,0,0,0
4058,0,1,1,40,1,1,0,0,1,1,0,0,1,84.85,3303.05,0,1,0,0,0,1,0,0,0,1
3656,1,1,0,49,1,0,0,1,0,0,0,0,0,49.8,2398.4,1,0,0,0,0,0,1,0,1,0
183,0,1,1,33,1,0,1,0,1,0,1,1,0,74.75,2453.3,1,0,0,0,1,0,0,1,0,0
1536,0,1,1,69,1,0,1,1,1,1,1,0,1,75.75,5388.15,1,0,0,1,0,0,0,0,1,0
1833,0,0,0,1,1,0,1,0,0,0,0,0,0,47.95,47.95,1,0,0,0,0,1,0,0,0,0
3419,0,1,1,69,1,0,0,1,0,1,1,0,1,92.15,6480.9,1,1,0,0,0,0,1,0,1,0
2642,0,1,0,47,1,0,0,0,1,0,0,1,1,85.3,4045.65,0,1,0,0,0,1,0,0,0,1
3985,1,1,0,16,1,0,1,1,0,0,0,0,1,54.55,825.1,1,0,0,1,0,0,0,0,0,0
5796,0,1,1,47,0,0,1,1,1,0,1,1,1,60.0,2768.65,0,0,0,0,1,0,0,0,1,0
5931,1,1,0,13,1,0,0,1,1,0,1,1,1,98.0,1237.85,1,1,0,0,0,1,0,0,0,1
6172,0,1,0,10,1,0,0,0,0,0,0,0,1,70.1,659.65,1,1,0,0,0,1,0,0,0,1
1700,0,0,0,47,1,0,0,0,0,0,0,0,0,20.45,943.0,1,0,1,1,0,0,0,0,1,0
4712,0,1,1,50,1,1,1,1,1,0,1,1,1,108.25,5431.4,1,1,0,0,0,1,0,1,0,0
1945,0,1,1,71,1,0,0,0,0,0,0,0,0,20.5,1500.95,0,0,1,1,0,0,0,0,1,0
1162,0,0,0,67,1,0,1,0,1,1,0,1,1,72.35,4991.5,0,0,0,1,0,0,0,1,0,0
2078,0,1,1,16,1,0,1,1,0,0,0,0,1,55.85,857.8,1,0,0,0,0,0,1,1,0,0
6922,0,0,0,3,1,0,0,1,0,0,0,0,0,74.45,221.1,1,1,0,0,1,0,0,0,0,0
5872,0,0,1,1,1,0,0,0,0,0,0,0,1,69.65,69.65,0,1,0,0,0,1,0,0,0,1
2822,0,1,1,41,1,1,1,1,1,1,0,1,0,79.9,3326.2,0,0,0,0,1,0,0,0,0,1
1056,0,0,0,5,1,0,0,0,0,0,0,1,1,80.0,412.5,0,1,0,0,0,1,0,0,0,1
5868,0,0,0,1,1,0,0,0,0,0,0,0,1,44.0,44.0,0,0,0,0,0,0,1,0,0,0
4564,0,0,0,1,1,0,0,0,0,0,0,0,0,20.0,20.0,1,0,1,0,0,0,1,0,0,1
2883,0,1,1,68,1,1,0,0,0,0,0,0,0,25.75,1686.15,1,0,1,0,0,0,1,0,1,0
5356,0,1,0,26,0,0,1,0,1,0,0,0,0,35.4,978.6,0,0,0,0,1,0,0,1,0,0
3784,1,0,0,35,1,1,0,0,1,0,1,1,1,101.4,3496.3,1,1,0,0,0,1,0,0,0,1
1634,0,1,1,63,0,0,1,1,1,0,1,1,0,59.0,3707.6,1,0,0,0,0,1,0,0,1,0
3221,0,0,0,3,0,0,0,0,0,1,0,0,1,29.75,96.85,1,0,0,0,0,1,0,0,0,0
1406,0,0,1,66,1,1,0,0,0,0,0,0,1,25.3,1673.8,1,0,1,0,1,0,0,0,1,0
211,0,0,0,1,0,0,0,0,0,0,0,0,0,25.25,25.25,0,0,0,0,0,1,0,0,0,0
3448,0,1,1,4,1,0,0,0,0,1,0,1,0,61.45,229.55,1,0,0,0,1,0,0,0,0,1
3856,0,1,0,61,1,1,0,1,1,1,1,1,1,114.1,7132.15,1,1,0,0,0,1,0,0,0,0
6613,0,0,0,3,1,0,0,0,0,0,0,0,0,20.4,63.15,0,0,1,0,0,0,1,0,0,0
1017,0,0,0,64,1,1,0,0,0,0,0,0,1,24.4,1601.2,0,0,1,1,0,0,0,1,0,0
498,1,0,0,5,0,0,0,1,0,0,0,0,0,28.45,131.05,0,0,0,0,0,1,0,0,0,1
6325,0,1,1,17,1,0,1,0,0,1,1,0,0,91.85,1574.45,0,1,0,0,0,1,0,0,0,1
1337,0,0,0,31,1,0,0,0,0,0,0,0,0,20.4,609.1,1,0,1,1,0,0,0,0,1,0
925,0,1,1,32,1,0,1,1,1,1,0,1,0,76.3,2404.15,0,0,0,1,0,0,0,0,0,0
6407,0,0,0,15,1,0,0,0,0,0,1,0,0,56.15,931.9,0,0,0,0,0,0,1,1,0,0
4487,0,1,1,4,1,1,0,0,0,0,0,0,0,24.1,73.1,1,0,1,0,1,0,0,1,0,0
2103,1,1,0,11,1,0,0,0,0,0,0,0,1,70.2,834.7,1,1,0,0,0,1,0,0,0,0
2906,0,1,1,6,1,0,0,0,0,1,0,0,1,48.8,297.35,0,0,0,0,0,0,1,0,0,0
4176,0,1,1,18,1,0,0,0,0,0,0,0,0,19.8,342.3,1,0,1,1,0,0,0,1,0,0
3680,0,1,0,9,0,0,0,0,0,1,1,0,0,40.65,328.95,1,0,0,0,0,0,1,0,0,1
4117,0,1,0,63,1,0,1,0,1,0,1,1,0,99.7,6330.4,1,1,0,0,1,0,0,0,1,0
6066,0,0,0,2,1,0,0,0,1,0,1,1,0,94.95,178.1,1,1,0,0,0,1,0,0,0,1
4632,0,1,1,1,1,0,0,0,0,0,0,0,0,19.45,19.45,0,0,1,0,0,0,1,0,0,1
5886,0,1,1,47,1,0,0,0,0,0,0,0,0,19.75,948.9,0,0,1,0,0,0,1,0,1,0
2226,0,1,1,23,0,0,1,0,0,1,0,0,0,34.6,813.45,0,0,0,0,0,0,1,0,1,0
5985,0,1,0,57,1,1,0,1,1,1,1,0,0,74.6,4368.95,0,0,0,1,0,0,0,1,0,0
980,0,0,0,20,1,0,0,0,0,0,0,0,1,19.5,413.0,0,0,1,1,0,0,0,0,0,0
4910,0,0,0,30,1,0,1,1,1,1,1,1,0,85.35,2530.4,0,0,0,1,0,0,0,1,0,1
7011,0,0,0,4,1,0,1,1,0,1,0,0,1,60.4,272.15,0,0,0,0,0,0,1,0,0,1
6299,0,0,0,52,1,1,0,0,1,1,1,1,1,80.95,4233.95,0,0,0,1,0,0,0,0,1,0
4305,0,1,0,29,1,0,0,0,0,0,0,0,1,19.55,521.8,0,0,1,0,0,0,1,0,1,0
5732,1,0,0,19,1,0,1,0,0,0,0,1,1,87.3,1637.3,1,1,0,0,0,1,0,0,0,0
3405,0,1,1,64,1,1,1,0,0,1,0,0,1,86.8,5327.25,0,1,0,1,0,0,0,0,0,0
2397,0,0,0,1,1,0,0,0,0,0,1,1,1,88.35,88.35,1,1,0,0,0,1,0,0,0,1
4939,0,0,0,1,1,0,0,0,0,0,0,0,0,18.9,18.9,1,0,1,0,0,0,1,0,0,0
174,0,0,0,32,1,0,0,0,0,0,0,0,0,20.55,654.55,0,0,1,1,0,0,0,1,0,0
605,0,1,0,72,1,1,1,0,1,1,1,1,0,86.65,6094.25,1,0,0,0,1,0,0,0,1,0
969,0,0,0,2,1,1,0,0,0,0,1,1,1,96.0,174.8,0,1,0,0,0,1,0,0,0,1
3593,0,0,0,8,1,0,0,0,0,0,0,0,1,70.1,551.35,1,1,0,0,0,0,1,0,0,1
